0.000,0.000,0.000
0.000,0.000,0.000
-0.000,-0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.001
0.000,0.000,0.001
0.000,0.000,0.001
0.000,0.000,0.001
0.000,0.000,0.001
0.000,0.000,0.001
0.000,0.001,0.001
0.000,0.001,0.001
0.001,0.001,0.001
0.001,0.001,0.001
0.001,0.001,0.001
0.001,0.001,0.001
0.001,0.001,0.001
0.001,0.001,0.001
0.001,0.001,0.001
0.001,0.001,0.001
0.001,0.001,0.001
0.001,0.001,0.002
0.001,0.001,0.002
0.001,0.001,0.002
0.001,0.001,0.002
0.001,0.001,0.002
0.001,0.001,0.002
0.001,0.001,0.002
0.001,0.001,0.002
0.001,0.001,0.002
0.001,0.001,0.002
0.001,0.001,0.003
0.001,0.001,0.003
0.001,0.001,0.003
0.001,0.001,0.003
0.002,0.002,0.003
0.002,0.002,0.003
0.002,0.002,0.003
0.002,0.002,0.003
0.002,0.002,0.004
0.002,0.002,0.004
0.002,0.002,0.004
0.002,0.002,0.004
0.002,0.002,0.004
0.002,0.002,0.004
0.002,0.002,0.005
0.002,0.002,0.005
0.002,0.002,0.005
0.002,0.002,0.005
0.003,0.003,0.005
0.003,0.003,0.006
0.003,0.003,0.006
0.003,0.003,0.006
0.003,0.003,0.006
0.003,0.003,0.006
0.003,0.003,0.007
0.003,0.003,0.007
0.003,0.003,0.007
0.003,0.003,0.007
0.004,0.003,0.008
0.004,0.003,0.008
0.004,0.004,0.008
0.004,0.004,0.009
0.004,0.004,0.009
0.004,0.004,0.009
0.004,0.004,0.009
0.004,0.004,0.010
0.005,0.004,0.010
0.005,0.004,0.010
0.005,0.004,0.011
0.005,0.005,0.011
0.005,0.005,0.011
0.005,0.005,0.012
0.005,0.005,0.012
0.006,0.005,0.012
0.006,0.005,0.013
0.006,0.005,0.013
0.006,0.005,0.013
0.006,0.006,0.014
0.006,0.006,0.014
0.007,0.006,0.014
0.007,0.006,0.015
0.007,0.006,0.015
0.007,0.006,0.016
0.007,0.006,0.016
0.007,0.006,0.016
0.008,0.007,0.017
0.008,0.007,0.017
0.008,0.007,0.018
0.008,0.007,0.018
0.008,0.007,0.019
0.009,0.007,0.019
0.009,0.007,0.019
0.009,0.008,0.020
0.009,0.008,0.020
0.009,0.008,0.021
0.010,0.008,0.021
0.010,0.008,0.022
0.010,0.008,0.022
0.010,0.009,0.023
0.010,0.009,0.023
0.011,0.009,0.024
0.011,0.009,0.024
0.011,0.009,0.025
0.011,0.009,0.025
0.012,0.010,0.026
0.012,0.010,0.026
0.012,0.010,0.027
0.012,0.010,0.028
0.013,0.010,0.028
0.013,0.010,0.029
0.013,0.011,0.029
0.013,0.011,0.030
0.014,0.011,0.030
0.014,0.011,0.031
0.014,0.011,0.032
0.014,0.012,0.032
0.015,0.012,0.033
0.015,0.012,0.033
0.015,0.012,0.034
0.016,0.012,0.035
0.016,0.013,0.035
0.016,0.013,0.036
0.016,0.013,0.036
0.017,0.013,0.037
0.017,0.013,0.038
0.017,0.014,0.038
0.018,0.014,0.039
0.018,0.014,0.040
0.018,0.014,0.040
0.019,0.014,0.041
0.019,0.015,0.042
0.019,0.015,0.042
0.020,0.015,0.043
0.020,0.015,0.044
0.020,0.015,0.044
0.021,0.016,0.045
0.021,0.016,0.046
0.021,0.016,0.046
0.022,0.016,0.047
0.022,0.016,0.048
0.022,0.017,0.049
0.023,0.017,0.049
0.023,0.017,0.050
0.024,0.017,0.051
0.024,0.018,0.051
0.024,0.018,0.052
0.025,0.018,0.053
0.025,0.018,0.054
0.025,0.018,0.054
0.026,0.019,0.055
0.026,0.019,0.056
0.027,0.019,0.057
0.027,0.019,0.058
0.027,0.020,0.058
0.028,0.020,0.059
0.028,0.020,0.060
0.029,0.020,0.061
0.029,0.021,0.061
0.029,0.021,0.062
0.030,0.021,0.063
0.030,0.021,0.064
0.031,0.021,0.065
0.031,0.022,0.065
0.032,0.022,0.066
0.032,0.022,0.067
0.032,0.022,0.068
0.033,0.023,0.069
0.033,0.023,0.069
0.034,0.023,0.070
0.034,0.023,0.071
0.035,0.024,0.072
0.035,0.024,0.073
0.036,0.024,0.074
0.036,0.024,0.074
0.037,0.025,0.075
0.037,0.025,0.076
0.038,0.025,0.077
0.038,0.025,0.078
0.038,0.026,0.079
0.039,0.026,0.079
0.039,0.026,0.080
0.040,0.026,0.081
0.040,0.027,0.082
0.041,0.027,0.083
0.041,0.027,0.084
0.042,0.027,0.085
0.042,0.028,0.085
0.043,0.028,0.086
0.043,0.028,0.087
0.044,0.028,0.088
0.045,0.029,0.089
0.045,0.029,0.090
0.046,0.029,0.091
0.046,0.030,0.092
0.047,0.030,0.092
0.047,0.030,0.093
0.048,0.030,0.094
0.048,0.031,0.095
0.049,0.031,0.096
0.049,0.031,0.097
0.050,0.031,0.098
0.050,0.032,0.099
0.051,0.032,0.100
0.052,0.032,0.100
0.052,0.032,0.101
0.053,0.033,0.102
0.053,0.033,0.103
0.054,0.033,0.104
0.054,0.034,0.105
0.055,0.034,0.106
0.056,0.034,0.107
0.056,0.034,0.108
0.057,0.035,0.109
0.057,0.035,0.110
0.058,0.035,0.110
0.059,0.035,0.111
0.059,0.036,0.112
0.060,0.036,0.113
0.060,0.036,0.114
0.061,0.036,0.115
0.062,0.037,0.116
0.062,0.037,0.117
0.063,0.037,0.118
0.063,0.038,0.119
0.064,0.038,0.120
0.065,0.038,0.120
0.065,0.038,0.121
0.066,0.039,0.122
0.067,0.039,0.123
0.067,0.039,0.124
0.068,0.040,0.125
0.069,0.040,0.126
0.069,0.040,0.127
0.070,0.040,0.128
0.070,0.041,0.129
0.071,0.041,0.130
0.072,0.041,0.131
0.072,0.041,0.132
0.073,0.042,0.133
0.074,0.042,0.133
0.074,0.042,0.134
0.075,0.043,0.135
0.076,0.043,0.136
0.076,0.043,0.137
0.077,0.043,0.138
0.078,0.044,0.139
0.078,0.044,0.140
0.079,0.044,0.141
0.080,0.044,0.142
0.081,0.045,0.143
0.081,0.045,0.144
0.082,0.045,0.145
0.083,0.046,0.145
0.083,0.046,0.146
0.084,0.046,0.147
0.085,0.046,0.148
0.085,0.047,0.149
0.086,0.047,0.150
0.087,0.047,0.151
0.088,0.048,0.152
0.088,0.048,0.153
0.089,0.048,0.154
0.090,0.048,0.155
0.090,0.049,0.156
0.091,0.049,0.157
0.092,0.049,0.157
0.093,0.049,0.158
0.093,0.050,0.159
0.094,0.050,0.160
0.095,0.050,0.161
0.096,0.051,0.162
0.096,0.051,0.163
0.097,0.051,0.164
0.098,0.051,0.165
0.099,0.052,0.166
0.099,0.052,0.167
0.100,0.052,0.168
0.101,0.052,0.169
0.102,0.053,0.169
0.102,0.053,0.170
0.103,0.053,0.171
0.104,0.054,0.172
0.105,0.054,0.173
0.106,0.054,0.174
0.106,0.054,0.175
0.107,0.055,0.176
0.108,0.055,0.177
0.109,0.055,0.178
0.109,0.055,0.178
0.110,0.056,0.179
0.111,0.056,0.180
0.112,0.056,0.181
0.113,0.057,0.182
0.113,0.057,0.183
0.114,0.057,0.184
0.115,0.057,0.185
0.116,0.058,0.186
0.117,0.058,0.187
0.117,0.058,0.187
0.118,0.058,0.188
0.119,0.059,0.189
0.120,0.059,0.190
0.121,0.059,0.191
0.121,0.060,0.192
0.122,0.060,0.193
0.123,0.060,0.194
0.124,0.060,0.195
0.125,0.061,0.195
0.126,0.061,0.196
0.126,0.061,0.197
0.127,0.061,0.198
0.128,0.062,0.199
0.129,0.062,0.200
0.130,0.062,0.201
0.130,0.062,0.202
0.131,0.063,0.202
0.132,0.063,0.203
0.133,0.063,0.204
0.134,0.064,0.205
0.135,0.064,0.206
0.136,0.064,0.207
0.136,0.064,0.208
0.137,0.065,0.209
0.138,0.065,0.209
0.139,0.065,0.210
0.140,0.065,0.211
0.141,0.066,0.212
0.141,0.066,0.213
0.142,0.066,0.214
0.143,0.066,0.215
0.144,0.067,0.215
0.145,0.067,0.216
0.146,0.067,0.217
0.147,0.067,0.218
0.147,0.068,0.219
0.148,0.068,0.220
0.149,0.068,0.220
0.150,0.068,0.221
0.151,0.069,0.222
0.152,0.069,0.223
0.153,0.069,0.224
0.154,0.069,0.225
0.154,0.070,0.225
0.155,0.070,0.226
0.156,0.070,0.227
0.157,0.070,0.228
0.158,0.071,0.229
0.159,0.071,0.230
0.160,0.071,0.230
0.161,0.071,0.231
0.162,0.072,0.232
0.162,0.072,0.233
0.163,0.072,0.234
0.164,0.072,0.234
0.165,0.073,0.235
0.166,0.073,0.236
0.167,0.073,0.237
0.168,0.073,0.238
0.169,0.074,0.238
0.170,0.074,0.239
0.170,0.074,0.240
0.171,0.074,0.241
0.172,0.075,0.242
0.173,0.075,0.242
0.174,0.075,0.243
0.175,0.075,0.244
0.176,0.076,0.245
0.177,0.076,0.246
0.178,0.076,0.246
0.179,0.076,0.247
0.180,0.077,0.248
0.180,0.077,0.249
0.181,0.077,0.249
0.182,0.077,0.250
0.183,0.078,0.251
0.184,0.078,0.252
0.185,0.078,0.253
0.186,0.078,0.253
0.187,0.078,0.254
0.188,0.079,0.255
0.189,0.079,0.256
0.190,0.079,0.256
0.191,0.079,0.257
0.191,0.080,0.258
0.192,0.080,0.259
0.193,0.080,0.259
0.194,0.080,0.260
0.195,0.081,0.261
0.196,0.081,0.262
0.197,0.081,0.262
0.198,0.081,0.263
0.199,0.081,0.264
0.200,0.082,0.265
0.201,0.082,0.265
0.202,0.082,0.266
0.203,0.082,0.267
0.204,0.083,0.268
0.204,0.083,0.268
0.205,0.083,0.269
0.206,0.083,0.270
0.207,0.084,0.270
0.208,0.084,0.271
0.209,0.084,0.272
0.210,0.084,0.273
0.211,0.084,0.273
0.212,0.085,0.274
0.213,0.085,0.275
0.214,0.085,0.275
0.215,0.085,0.276
0.216,0.085,0.277
0.217,0.086,0.278
0.218,0.086,0.278
0.219,0.086,0.279
0.219,0.086,0.280
0.220,0.087,0.280
0.221,0.087,0.281
0.222,0.087,0.282
0.223,0.087,0.282
0.224,0.087,0.283
0.225,0.088,0.284
0.226,0.088,0.284
0.227,0.088,0.285
0.228,0.088,0.286
0.229,0.088,0.286
0.230,0.089,0.287
0.231,0.089,0.288
0.232,0.089,0.289
0.233,0.089,0.289
0.234,0.090,0.290
0.235,0.090,0.291
0.236,0.090,0.291
0.237,0.090,0.292
0.237,0.090,0.292
0.238,0.091,0.293
0.239,0.091,0.294
0.240,0.091,0.294
0.241,0.091,0.295
0.242,0.091,0.296
0.243,0.092,0.296
0.244,0.092,0.297
0.245,0.092,0.298
0.246,0.092,0.298
0.247,0.092,0.299
0.248,0.093,0.300
0.249,0.093,0.300
0.250,0.093,0.301
0.251,0.093,0.301
0.252,0.093,0.302
0.253,0.094,0.303
0.254,0.094,0.303
0.255,0.094,0.304
0.256,0.094,0.305
0.256,0.094,0.305
0.257,0.094,0.306
0.258,0.095,0.306
0.259,0.095,0.307
0.260,0.095,0.308
0.261,0.095,0.308
0.262,0.095,0.309
0.263,0.096,0.309
0.264,0.096,0.310
0.265,0.096,0.311
0.266,0.096,0.311
0.267,0.096,0.312
0.268,0.097,0.312
0.269,0.097,0.313
0.270,0.097,0.314
0.271,0.097,0.314
0.272,0.097,0.315
0.273,0.097,0.315
0.274,0.098,0.316
0.275,0.098,0.317
0.276,0.098,0.317
0.276,0.098,0.318
0.277,0.098,0.318
0.278,0.099,0.319
0.279,0.099,0.319
0.280,0.099,0.320
0.281,0.099,0.321
0.282,0.099,0.321
0.283,0.099,0.322
0.284,0.100,0.322
0.285,0.100,0.323
0.286,0.100,0.323
0.287,0.100,0.324
0.288,0.100,0.324
0.289,0.100,0.325
0.290,0.101,0.326
0.291,0.101,0.326
0.292,0.101,0.327
0.293,0.101,0.327
0.294,0.101,0.328
0.294,0.101,0.328
0.295,0.102,0.329
0.296,0.102,0.329
0.297,0.102,0.330
0.298,0.102,0.330
0.299,0.102,0.331
0.300,0.102,0.331
0.301,0.103,0.332
0.302,0.103,0.332
0.303,0.103,0.333
0.304,0.103,0.334
0.305,0.103,0.334
0.306,0.103,0.335
0.307,0.104,0.335
0.308,0.104,0.336
0.309,0.104,0.336
0.310,0.104,0.337
0.310,0.104,0.337
0.311,0.104,0.338
0.312,0.104,0.338
0.313,0.105,0.339
0.314,0.105,0.339
0.315,0.105,0.340
0.316,0.105,0.340
0.317,0.105,0.341
0.318,0.105,0.341
0.319,0.106,0.342
0.320,0.106,0.342
0.321,0.106,0.343
0.322,0.106,0.343
0.323,0.106,0.343
0.324,0.106,0.344
0.324,0.106,0.344
0.325,0.107,0.345
0.326,0.107,0.345
0.327,0.107,0.346
0.328,0.107,0.346
0.329,0.107,0.347
0.330,0.107,0.347
0.331,0.107,0.348
0.332,0.108,0.348
0.333,0.108,0.349
0.334,0.108,0.349
0.335,0.108,0.350
0.336,0.108,0.350
0.337,0.108,0.350
0.337,0.108,0.351
0.338,0.109,0.351
0.339,0.109,0.352
0.340,0.109,0.352
0.341,0.109,0.353
0.342,0.109,0.353
0.343,0.109,0.354
0.344,0.109,0.354
0.345,0.110,0.354
0.346,0.110,0.355
0.347,0.110,0.355
0.348,0.110,0.356
0.348,0.110,0.356
0.349,0.110,0.357
0.350,0.110,0.357
0.351,0.110,0.357
0.352,0.111,0.358
0.353,0.111,0.358
0.354,0.111,0.359
0.355,0.111,0.359
0.356,0.111,0.359
0.357,0.111,0.360
0.358,0.111,0.360
0.358,0.112,0.361
0.359,0.112,0.361
0.360,0.112,0.361
0.361,0.112,0.362
0.362,0.112,0.362
0.363,0.112,0.363
0.364,0.112,0.363
0.365,0.112,0.363
0.366,0.113,0.364
0.367,0.113,0.364
0.367,0.113,0.365
0.368,0.113,0.365
0.369,0.113,0.365
0.370,0.113,0.366
0.371,0.113,0.366
0.372,0.113,0.367
0.373,0.113,0.367
0.374,0.114,0.367
0.375,0.114,0.368
0.375,0.114,0.368
0.376,0.114,0.368
0.377,0.114,0.369
0.378,0.114,0.369
0.379,0.114,0.369
0.380,0.114,0.370
0.381,0.114,0.370
0.382,0.115,0.371
0.382,0.115,0.371
0.383,0.115,0.371
0.384,0.115,0.372
0.385,0.115,0.372
0.386,0.115,0.372
0.387,0.115,0.373
0.388,0.115,0.373
0.389,0.115,0.373
0.389,0.116,0.374
0.390,0.116,0.374
0.391,0.116,0.374
0.392,0.116,0.375
0.393,0.116,0.375
0.394,0.116,0.375
0.395,0.116,0.376
0.396,0.116,0.376
0.396,0.116,0.376
0.397,0.117,0.377
0.398,0.117,0.377
0.399,0.117,0.377
0.400,0.117,0.378
0.401,0.117,0.378
0.402,0.117,0.378
0.402,0.117,0.379
0.403,0.117,0.379
0.404,0.117,0.379
